symbol1,symbol2,company_name1,company_name2,sector1,sector2,subsector1,subsector2,segment1,segment2,correlation_group,same_subsector,correlation,n_obs,classification_version
GUAR3,RENT3,GUARARAPES,LOCALIZA,Consumer Cyclical,Industrials,Retail,Transportation,Apparel,Rent a Car,Between-sector,False,0.3739232017954988,5089,initial macro-sector classification
CSNA3,ELET6,CSN,ELETROBRAS,Basic Materials,Utilities,Steel and Metallurgy,Electric Utility,Steel,Generation and Transmission,Between-sector,False,0.3734003387193642,6848,initial macro-sector classification
GGBR4,RAPT4,GERDAU,RANDON,Basic Materials,Industrials,Steel and Metallurgy,Transportation Equipment,Steel,Auto Parts,Between-sector,False,0.3723789669743463,6095,initial macro-sector classification
CMIG3,GGBR4,CEMIG,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3722172555899737,6174,initial macro-sector classification
BRAP4,CMIG4,BRADESPAR,CEMIG,Basic Materials,Utilities,Mining,Electric Utility,Holdings,Generation and Distribution,Between-sector,False,0.3719870182047315,6291,initial macro-sector classification
CSNA3,RENT3,CSN,LOCALIZA,Basic Materials,Industrials,Steel and Metallurgy,Transportation,Steel,Rent a Car,Between-sector,False,0.3712324645679095,5106,initial macro-sector classification
CPFE3,RENT3,CPFL ENERGIA,LOCALIZA,Utilities,Industrials,Electric Utility,Transportation,Generation and Distribution,Rent a Car,Between-sector,False,0.3706141198989648,5106,initial macro-sector classification
SBSP3,USIM5,SABESP,USIMINAS,Utilities,Basic Materials,Water and Sanitation,Steel and Metallurgy,Water and Sanitation,Steel,Between-sector,False,0.3705084695804144,6669,initial macro-sector classification
PETR4,RENT3,PETROBRAS,LOCALIZA,Oil Gas and Biofuels,Industrials,Oil Gas and Biofuels,Transportation,Exploration Refining and Distribution,Rent a Car,Between-sector,False,0.3704384513406272,5106,initial macro-sector classification
BBDC4,GOAU3,BRADESCO,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.370317452075618,5852,initial macro-sector classification
CCRO3,CPLE6,CCR,COPEL,Industrials,Utilities,Transportation,Electric Utility,Infrastructure,Generation and Distribution,Between-sector,False,0.369849765459155,5665,initial macro-sector classification
CPLE6,CSNA3,COPEL,CSN,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.369701582311187,6848,initial macro-sector classification
BBAS3,GOAU3,BANCO DO BRASIL,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.3694335814225654,5849,initial macro-sector classification
ITSA4,POMO4,ITAUSA,MARCOPOLO,Financials,Industrials,Financial Services,Transportation Equipment,Holdings,Commercial Vehicles,Between-sector,False,0.3693343501284427,6696,initial macro-sector classification
CPFE3,PETR3,CPFL ENERGIA,PETROBRAS,Utilities,Oil Gas and Biofuels,Electric Utility,Oil Gas and Biofuels,Generation and Distribution,Exploration Refining and Distribution,Between-sector,False,0.3685668485336252,5264,initial macro-sector classification
BBDC3,VALE3,BRADESCO,VALE,Financials,Basic Materials,Banks,Mining,Banks,Minerals,Between-sector,False,0.3668840164261562,6856,initial macro-sector classification
BRAP4,SBSP3,BRADESPAR,SABESP,Basic Materials,Utilities,Mining,Water and Sanitation,Holdings,Water and Sanitation,Between-sector,False,0.3662811509438783,6291,initial macro-sector classification
GGBR3,RENT3,GERDAU,LOCALIZA,Basic Materials,Industrials,Steel and Metallurgy,Transportation,Steel,Rent a Car,Between-sector,False,0.3655347831984315,5106,initial macro-sector classification
BBDC3,GOAU3,BRADESCO,METALURGICA GERDAU,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Holdings,Between-sector,False,0.3650301253308366,5852,initial macro-sector classification
CPFE3,LREN3,CPFL ENERGIA,LOJAS RENNER,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation and Distribution,Apparel,Between-sector,False,0.364069652623573,5081,initial macro-sector classification
ITSA4,KLBN4,ITAUSA,KLABIN,Financials,Basic Materials,Financial Services,Paper and Cellulose,Holdings,Paper and Cellulose,Between-sector,False,0.3637626932090713,5949,initial macro-sector classification
ITSA4,RAPT4,ITAUSA,RANDON,Financials,Industrials,Financial Services,Transportation Equipment,Holdings,Auto Parts,Between-sector,False,0.3629832308859615,6766,initial macro-sector classification
CCRO3,LREN3,CCR,LOJAS RENNER,Industrials,Consumer Cyclical,Transportation,Retail,Infrastructure,Apparel,Between-sector,False,0.3627867874623048,4914,initial macro-sector classification
CMIG3,USIM5,CEMIG,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3627688630090004,6669,initial macro-sector classification
CCRO3,PETR3,CCR,PETROBRAS,Industrials,Oil Gas and Biofuels,Transportation,Oil Gas and Biofuels,Infrastructure,Exploration Refining and Distribution,Between-sector,False,0.3604563994532487,5665,initial macro-sector classification
BBDC4,RAPT4,BRADESCO,RANDON,Financials,Industrials,Banks,Transportation Equipment,Banks,Auto Parts,Between-sector,False,0.3597386401948394,6767,initial macro-sector classification
CPFE3,GOAU4,CPFL ENERGIA,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Holdings,Between-sector,False,0.3581746937621062,5264,initial macro-sector classification
CCRO3,ELET3,CCR,ELETROBRAS,Industrials,Utilities,Transportation,Electric Utility,Infrastructure,Generation and Transmission,Between-sector,False,0.3579551918786687,5665,initial macro-sector classification
PETR3,RENT3,PETROBRAS,LOCALIZA,Oil Gas and Biofuels,Industrials,Oil Gas and Biofuels,Transportation,Exploration Refining and Distribution,Rent a Car,Between-sector,False,0.3577373456279297,5106,initial macro-sector classification
RENT3,USIM5,LOCALIZA,USIMINAS,Industrials,Basic Materials,Transportation,Steel and Metallurgy,Rent a Car,Steel,Between-sector,False,0.3577231412602477,5106,initial macro-sector classification
ELET3,RENT3,ELETROBRAS,LOCALIZA,Utilities,Industrials,Electric Utility,Transportation,Generation and Transmission,Rent a Car,Between-sector,False,0.357572933186725,5072,initial macro-sector classification
CCRO3,SBSP3,CCR,SABESP,Industrials,Utilities,Transportation,Water and Sanitation,Infrastructure,Water and Sanitation,Between-sector,False,0.3568478818353839,5665,initial macro-sector classification
ALPA4,RENT3,ALPARGATAS,LOCALIZA,Consumer Cyclical,Industrials,Apparel and Footwear,Transportation,Footwear,Rent a Car,Between-sector,False,0.3567539506160282,5064,initial macro-sector classification
GOAU3,RENT3,METALURGICA GERDAU,LOCALIZA,Basic Materials,Industrials,Steel and Metallurgy,Transportation,Holdings,Rent a Car,Between-sector,False,0.356579569319345,5081,initial macro-sector classification
CYRE3,USIM3,CYRELA,USIMINAS,Real Estate,Basic Materials,Real Estate,Steel and Metallurgy,Construction,Steel,Between-sector,False,0.3538300601041071,5056,initial macro-sector classification
PETR4,RAPT4,PETROBRAS,RANDON,Oil Gas and Biofuels,Industrials,Oil Gas and Biofuels,Transportation Equipment,Exploration Refining and Distribution,Auto Parts,Between-sector,False,0.3537954164987802,6766,initial macro-sector classification
BBDC3,BRAP3,BRADESCO,BRADESPAR,Financials,Basic Materials,Banks,Mining,Banks,Holdings,Between-sector,False,0.3529466632652037,6210,initial macro-sector classification
ELET6,RENT3,ELETROBRAS,LOCALIZA,Utilities,Industrials,Electric Utility,Transportation,Generation and Transmission,Rent a Car,Between-sector,False,0.3527140080196824,5072,initial macro-sector classification
CCRO3,CMIG3,CCR,CEMIG,Industrials,Utilities,Transportation,Electric Utility,Infrastructure,Generation and Distribution,Between-sector,False,0.352048524830906,5665,initial macro-sector classification
BBAS3,BRAP3,BANCO DO BRASIL,BRADESPAR,Financials,Basic Materials,Banks,Mining,Banks,Holdings,Between-sector,False,0.3515833076393083,6207,initial macro-sector classification
CMIG4,RENT3,CEMIG,LOCALIZA,Utilities,Industrials,Electric Utility,Transportation,Generation and Distribution,Rent a Car,Between-sector,False,0.3510817668547911,5106,initial macro-sector classification
CCRO3,ELET6,CCR,ELETROBRAS,Industrials,Utilities,Transportation,Electric Utility,Infrastructure,Generation and Transmission,Between-sector,False,0.3505262925274165,5665,initial macro-sector classification
CPFE3,GGBR4,CPFL ENERGIA,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3504937715172607,5264,initial macro-sector classification
GOAU4,RAPT4,METALURGICA GERDAU,RANDON,Basic Materials,Industrials,Steel and Metallurgy,Transportation Equipment,Holdings,Auto Parts,Between-sector,False,0.3497129617310165,6766,initial macro-sector classification
CYRE3,VALE3,CYRELA,VALE,Real Estate,Basic Materials,Real Estate,Mining,Construction,Minerals,Between-sector,False,0.3488962015194959,5064,initial macro-sector classification
CMIG3,CSNA3,CEMIG,CSN,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3488478974509881,6876,initial macro-sector classification
BRKM5,PETR3,BRASKEM,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Chemicals,Oil Gas and Biofuels,Petrochemicals,Exploration Refining and Distribution,Between-sector,False,0.3486198299959912,5783,initial macro-sector classification
BRAP4,CMIG3,BRADESPAR,CEMIG,Basic Materials,Utilities,Mining,Electric Utility,Holdings,Generation and Distribution,Between-sector,False,0.3480559147443768,6291,initial macro-sector classification
BBAS3,RAPT4,BANCO DO BRASIL,RANDON,Financials,Industrials,Banks,Transportation Equipment,Banks,Auto Parts,Between-sector,False,0.347924698789226,6761,initial macro-sector classification
CYRE3,GRND3,CYRELA,GRENDENE,Real Estate,Consumer Cyclical,Real Estate,Apparel and Footwear,Construction,Footwear,Between-sector,False,0.3473913442840783,5064,initial macro-sector classification
BBAS3,VALE3,BANCO DO BRASIL,VALE,Financials,Basic Materials,Banks,Mining,Banks,Minerals,Between-sector,False,0.3471167595461181,6851,initial macro-sector classification
CSNA3,SBSP3,CSN,SABESP,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Steel,Water and Sanitation,Between-sector,False,0.3470773096752016,6882,initial macro-sector classification
GGBR3,RAPT4,GERDAU,RANDON,Basic Materials,Industrials,Steel and Metallurgy,Transportation Equipment,Steel,Auto Parts,Between-sector,False,0.3469184996290362,5659,initial macro-sector classification
CPLE6,GGBR3,COPEL,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3457911223436977,5648,initial macro-sector classification
BBDC3,POMO4,BRADESCO,MARCOPOLO,Financials,Industrials,Banks,Transportation Equipment,Banks,Commercial Vehicles,Between-sector,False,0.3451913684599372,6697,initial macro-sector classification
BRAP4,ELET6,BRADESPAR,ELETROBRAS,Basic Materials,Utilities,Mining,Electric Utility,Holdings,Generation and Transmission,Between-sector,False,0.344042146197813,6257,initial macro-sector classification
BRKM5,PETR4,BRASKEM,PETROBRAS,Basic Materials,Oil Gas and Biofuels,Chemicals,Oil Gas and Biofuels,Petrochemicals,Exploration Refining and Distribution,Between-sector,False,0.3439196338089649,5783,initial macro-sector classification
BRAP4,ELET3,BRADESPAR,ELETROBRAS,Basic Materials,Utilities,Mining,Electric Utility,Holdings,Generation and Transmission,Between-sector,False,0.3437378530792609,6257,initial macro-sector classification
CPLE3,GOAU4,COPEL,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Holdings,Between-sector,False,0.342634770957584,6786,initial macro-sector classification
BRKM5,CPLE6,BRASKEM,COPEL,Basic Materials,Utilities,Chemicals,Electric Utility,Petrochemicals,Generation and Distribution,Between-sector,False,0.3425179488936432,5749,initial macro-sector classification
BBDC4,POMO4,BRADESCO,MARCOPOLO,Financials,Industrials,Banks,Transportation Equipment,Banks,Commercial Vehicles,Between-sector,False,0.3421834318070913,6697,initial macro-sector classification
PETR3,RAPT4,PETROBRAS,RANDON,Oil Gas and Biofuels,Industrials,Oil Gas and Biofuels,Transportation Equipment,Exploration Refining and Distribution,Auto Parts,Between-sector,False,0.3420519251455847,6766,initial macro-sector classification
BBDC4,TRPL4,BRADESCO,ISA CTEEP,Financials,Utilities,Banks,Electric Utility,Banks,Transmission,Between-sector,False,0.3414899285950704,6274,initial macro-sector classification
BBAS3,BRKM5,BANCO DO BRASIL,BRASKEM,Financials,Basic Materials,Banks,Chemicals,Banks,Petrochemicals,Between-sector,False,0.3412821651824359,5783,initial macro-sector classification
GGBR3,SBSP3,GERDAU,SABESP,Basic Materials,Utilities,Steel and Metallurgy,Water and Sanitation,Steel,Water and Sanitation,Between-sector,False,0.3404494067842879,5682,initial macro-sector classification
CYRE3,ITSA3,CYRELA,ITAUSA,Real Estate,Financials,Real Estate,Financial Services,Construction,Holdings,Between-sector,False,0.3401097809396199,4891,initial macro-sector classification
BRKM5,CYRE3,BRASKEM,CYRELA,Basic Materials,Real Estate,Chemicals,Real Estate,Petrochemicals,Construction,Between-sector,False,0.3396963443213929,5064,initial macro-sector classification
CCRO3,GOAU4,CCR,METALURGICA GERDAU,Industrials,Basic Materials,Transportation,Steel and Metallurgy,Infrastructure,Holdings,Between-sector,False,0.3396239971434566,5665,initial macro-sector classification
LREN3,RAPT4,LOJAS RENNER,RANDON,Consumer Cyclical,Industrials,Retail,Transportation Equipment,Apparel,Auto Parts,Between-sector,False,0.3394520872462711,5091,initial macro-sector classification
GRND3,RENT3,GRENDENE,LOCALIZA,Consumer Cyclical,Industrials,Apparel and Footwear,Transportation,Footwear,Rent a Car,Between-sector,False,0.3392791667424593,5106,initial macro-sector classification
BBDC4,KLBN4,BRADESCO,KLABIN,Financials,Basic Materials,Banks,Paper and Cellulose,Banks,Paper and Cellulose,Between-sector,False,0.3389558415792759,5949,initial macro-sector classification
CPLE6,GOAU3,COPEL,METALURGICA GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Holdings,Between-sector,False,0.3386738383354689,5818,initial macro-sector classification
BBDC3,RAPT4,BRADESCO,RANDON,Financials,Industrials,Banks,Transportation Equipment,Banks,Auto Parts,Between-sector,False,0.337443378417636,6766,initial macro-sector classification
ITSA4,TRPL4,ITAUSA,ISA CTEEP,Financials,Utilities,Financial Services,Electric Utility,Holdings,Transmission,Between-sector,False,0.3372815391987702,6274,initial macro-sector classification
CPFE3,RAPT4,CPFL ENERGIA,RANDON,Utilities,Industrials,Electric Utility,Transportation Equipment,Generation and Distribution,Auto Parts,Between-sector,False,0.3361401693680428,5263,initial macro-sector classification
RAPT4,USIM5,RANDON,USIMINAS,Industrials,Basic Materials,Transportation Equipment,Steel and Metallurgy,Auto Parts,Steel,Between-sector,False,0.3359859657535352,6556,initial macro-sector classification
CPLE3,USIM5,COPEL,USIMINAS,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3359210082198761,6576,initial macro-sector classification
CPLE3,GGBR4,COPEL,GERDAU,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3354846162982595,6081,initial macro-sector classification
BBAS3,TRPL4,BANCO DO BRASIL,ISA CTEEP,Financials,Utilities,Banks,Electric Utility,Banks,Transmission,Between-sector,False,0.3354030142121521,6271,initial macro-sector classification
BBDC4,USIM3,BRADESCO,USIMINAS,Financials,Basic Materials,Banks,Steel and Metallurgy,Banks,Steel,Between-sector,False,0.335323000722595,6005,initial macro-sector classification
CMIG4,LREN3,CEMIG,LOJAS RENNER,Utilities,Consumer Cyclical,Electric Utility,Retail,Generation and Distribution,Apparel,Between-sector,False,0.3352356900875859,5092,initial macro-sector classification
CPFE3,CSNA3,CPFL ENERGIA,CSN,Utilities,Basic Materials,Electric Utility,Steel and Metallurgy,Generation and Distribution,Steel,Between-sector,False,0.3351909412344389,5264,initial macro-sector classification
